subject_version_code,main_competence_name,specific_competence_name,learning_activity_name,sla_name,sla_periods,sla_method,sla_leading,sla_assessment_criteria,sla_teaching_aids,sla_references,sla_notes_intro,sla_notes_details,sla_notes_illustrations,sla_notes_daily_life,sla_exercise,sla_diagram_type
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kuhakiki kazi za fasihi ya Kiswahili,Kufafanua misingi ya uhakiki wa kazi za fasihi simulizi na fasihi andishi (vipengele vya fani na maudhui),Misingi ya Uhakiki: Fani na Maudhui,5,Majadiliano,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kufafanua misingi ya uhakiki wa kazi za fasihi simulizi na andishi akizingatia vipengele vya fani na maudhui.,Chati ya vipengele vya fani na maudhui|Vitabu vya fasihi|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM",Uhakiki wa kazi za fasihi hujengwa juu ya misingi miwili mikuu: fani (jinsi kazi ilivyoumbwa) na maudhui (yaliyomo ndani ya kazi).,"Vipengele vya fani ni pamoja na muundo, mtindo, matumizi ya lugha, wahusika na mandhari, wakati vipengele vya maudhui ni dhamira, migogoro, ujumbe na falsafa ya mwandishi. Mhakiki lazima achunguze vipengele hivi kwa pamoja kwani fani na maudhui hutegemeana katika kuwasilisha ujumbe wa kazi ya fasihi. Uelewa wa misingi hii humwezesha mhakiki kutoa tathmini yenye msingi thabiti.","Mfano, katika kuhakiki tamthiliya, mhakiki aweza kuchambua mtindo wa lugha (fani) uliotumika kuwasilisha dhamira ya ukombozi wa mwanamke (maudhui).",Wanafunzi huchambua vipengele vya fani na maudhui wanaposoma riwaya au tamthiliya zilizoteuliwa kwa masomo yao.,"Fani ni nini katika uhakiki wa fasihi?::Ni jinsi kazi ya fasihi ilivyoumbwa, ikijumuisha muundo, mtindo na matumizi ya lugha.||Maudhui ni nini?::Ni yaliyomo ndani ya kazi ya fasihi kama dhamira, migogoro na ujumbe.||Taja kipengele kimoja cha fani.::Wahusika, mandhari au mtindo.",
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kuhakiki kazi za fasihi ya Kiswahili,Kuhakiki fani na maudhui katika kazi za fasihi simulizi (mashairi na maigizo),Kuhakiki Fani na Maudhui katika Fasihi Simulizi,5,Uchunguzi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kuhakiki fani na maudhui katika kazi za fasihi simulizi kama mashairi na maigizo.,Mashairi ya jadi|Video za maigizo|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM",Kazi za fasihi simulizi kama mashairi ya jadi na maigizo huhitaji uhakiki unaozingatia mazingira ya utoaji na hadhira ya asili.,"Katika kuhakiki mashairi ya fasihi simulizi, mhakiki huangalia vipengele kama mizani, vina, uradidi na matumizi ya sauti, pamoja na maudhui yanayowasilishwa kama maadili au historia ya jamii. Maigizo simulizi huhakikiwa kwa kuangalia uwasilishaji wa wahusika, matumizi ya ishara na jinsi maudhui yanavyowasilishwa kwa hadhira wakati wa tukio la moja kwa moja. Muktadha wa utoaji ni muhimu sana katika uhakiki wa fasihi simulizi.","Mfano, katika kuhakiki wimbo wa jadi wa arusi, mhakiki aweza kuchunguza jinsi maneno yanavyosifu ndoa na kuwaonya bibi na bwana harusi kuhusu majukumu yao.",Wanafunzi huhakiki nyimbo na maigizo ya kijadi wanayoyaona katika sherehe za jamii yao.,"Taja kipengele kimoja cha fani kinachohakikiwa katika mashairi ya fasihi simulizi.::Mizani, vina au uradidi.||Kwa nini muktadha wa utoaji ni muhimu katika uhakiki wa fasihi simulizi?::Kwa sababu maana na thamani ya kazi mara nyingi hutegemea mazingira na hadhira ya wakati inapotolewa.||Taja maudhui yanayoweza kupatikana katika wimbo wa jadi wa arusi.::Maadili ya ndoa au majukumu ya mume na mke.",
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kuhakiki kazi za fasihi ya Kiswahili,Kuhakiki fani na maudhui katika tamthiliya,Kuhakiki Fani na Maudhui katika Tamthiliya,5,Uchunguzi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kuhakiki fani na maudhui katika tamthiliya kwa kuzingatia vigezo vya kiuhakiki.,Kitabu cha tamthiliya|Video ya maonesho|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Tamthiliya ni kazi ya fasihi andishi inayolenga kuigizwa jukwaani au kusomwa, na huhakikiwa kwa kuzingatia vipengele vya fani na maudhui.","Vipengele vya fani katika tamthiliya ni pamoja na muundo (maonesho na sehemu), mazungumzo, wahusika, mandhari na maelekezo ya jukwaa. Maudhui ya tamthiliya hujumuisha dhamira kuu, migogoro ya wahusika na ujumbe unaowasilishwa kwa jamii. Mhakiki hulinganisha jinsi fani ilivyotumika kuwasilisha maudhui kwa ufanisi, akizingatia pia lugha ya mazungumzo inayotumika kwenye jukwaa.","Mfano, katika kuhakiki tamthiliya inayohusu rushwa, mhakiki aweza kuchambua jinsi mgogoro kati ya wahusika wawili unavyowasilisha madhara ya rushwa katika jamii.",Wanafunzi huigiza sehemu za tamthiliya na kuhakiki fani na maudhui yake katika maonesho ya shule.,"Taja kipengele kimoja cha fani katika tamthiliya.::Wahusika, mandhari au maelekezo ya jukwaa.||Migogoro katika tamthiliya inahusiana na kipengele gani?::Maudhui.||Kwa nini lugha ya mazungumzo ni muhimu katika tamthiliya?::Kwa sababu tamthiliya hutegemea mazungumzo ya wahusika kuwasilisha dhamira na kuendeleza hadithi jukwaani.",
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kuhakiki kazi za fasihi ya Kiswahili,Kutathmini namna maudhui ya kazi alizozihakiki yanavyosadifu jamii inayomzunguka,Kutathmini Uhusiano wa Maudhui na Jamii,5,Mdahalo,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kutathmini namna maudhui ya kazi alizozihakiki yanavyosadifu jamii inayomzunguka.,Vitabu vya fasihi vilivyohakikiwa|Kadi za tathmini|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Kazi za fasihi mara nyingi huakisi hali halisi ya jamii, hivyo msomaji anahitaji kutathmini jinsi maudhui hayo yanavyosadifu au kuendana na mazingira yake.",Kutathmini uhusiano wa maudhui na jamii kunahitaji mwanafunzi kulinganisha matukio na migogoro iliyomo katika kazi ya fasihi na hali halisi inayotokea katika jamii yake. Hii husaidia kubaini kama mwandishi ameandika kwa uhalisia au kwa mawazo ya kubuni tu. Tathmini hii huimarisha uwezo wa mwanafunzi kuunganisha maarifa ya darasani na maisha halisi.,"Mfano, katika riwaya inayohusu umaskini vijijini, mwanafunzi aweza kutathmini kama changamoto zilizoelezwa zinafanana na hali halisi ya jamii yake mwenyewe.",Wanafunzi hujadili kazi za fasihi wanazosoma na kuzihusisha na matukio ya kweli yanayotokea katika jamii zao.,Kutathmini uhusiano wa maudhui na jamii kunamaanisha nini?::Ni kulinganisha matukio ya kazi ya fasihi na hali halisi ya jamii inayomzunguka msomaji.||Kwa nini fasihi mara nyingi huakisi jamii?::Kwa sababu waandishi hutunga kazi zao wakichochewa na mazingira na uzoefu wa jamii wanayoishi.||Toa mfano wa jinsi maudhui ya umaskini yanavyoweza kusadifu jamii.::Riwaya inayoonyesha familia zinazokosa chakula au elimu inaweza kufanana na changamoto halisi za baadhi ya jamii.,
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kubuni kazi za fasihi ya Kiswahili,"Kujadili kanuni za utunzi wa nyimbo, ngonjera na maigizo","Kanuni za Utunzi wa Nyimbo, Ngonjera na Maigizo",5,Majadiliano,Kuwaongoza Wanafunzi,"Mwanafunzi ataweza kujadili kanuni za utunzi wa nyimbo, ngonjera na maigizo.",Mifano ya nyimbo na ngonjera|Chati ya kanuni za utunzi|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Utunzi wa kazi za fasihi simulizi kama nyimbo, ngonjera na maigizo hufuata kanuni maalum zinazolenga kufanya kazi hizo ziwe na mvuto na ujumbe wa maana.","Kanuni za utunzi wa nyimbo hujumuisha uteuzi wa mahadhi, matumizi ya lugha ya mkato, na kuwa na kiitikio kinachorudiwarudiwa. Ngonjera hufuata muundo wa maswali na majibu baina ya wahusika wawili wenye misimamo tofauti, huku ikizingatia mizani na vina. Maigizo hutungwa kwa kuzingatia mgogoro, wahusika wanaofaa, na muundo wenye mwanzo, kati na mwisho.","Mfano, ngonjera huweza kuandikwa kama mazungumzo kati ya Mkulima na Mfanyabiashara wakijadiliana kuhusu bei ya mazao, kila mmoja akitoa hoja zake kwa zamu.",Wanafunzi hutunga na kuwasilisha nyimbo na ngonjera katika maonesho ya sanaa shuleni.,"Taja kanuni moja ya utunzi wa nyimbo.::Uteuzi wa mahadhi au matumizi ya kiitikio kinachorudiwarudiwa.||Ngonjera hufuata muundo gani?::Muundo wa maswali na majibu baina ya wahusika wenye misimamo tofauti.||Taja kipengele kimoja muhimu katika utunzi wa maigizo.::Mgogoro, wahusika wanaofaa, au muundo wenye mwanzo, kati na mwisho.",
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kubuni kazi za fasihi ya Kiswahili,"Kutunga nyimbo, ngonjera na maigizo","Kutunga Nyimbo, Ngonjera na Maigizo",5,Kazimradi,Kuwaongoza Wanafunzi,"Mwanafunzi ataweza kutunga nyimbo, ngonjera na maigizo kwa kuzingatia kanuni za utunzi.",Karatasi na kalamu|Mifano ya kazi zilizotungwa|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Baada ya kujifunza kanuni za utunzi, mwanafunzi anatakiwa kutumia maarifa hayo kutunga kazi zake mwenyewe za nyimbo, ngonjera na maigizo.","Utunzi bora huanza na kuchagua dhamira au mada, kisha kubuni wahusika na muundo unaofaa. Katika kutunga wimbo, mwanafunzi huzingatia mahadhi na kiitikio, wakati katika ngonjera huzingatia mazungumzo ya kubadilishana hoja. Utunzi wa maigizo huhitaji mwanafunzi kuweka mgogoro wazi na jinsi unavyotatuliwa mwishoni. Ubunifu na matumizi sahihi ya lugha ni muhimu katika hatua zote.","Mfano, mwanafunzi aweza kutunga wimbo mfupi kuhusu umuhimu wa elimu wenye kiitikio kinachosema Soma soma elimu ni ufunguo wa maisha.",Wanafunzi hutunga nyimbo na maigizo kwa ajili ya maadhimisho ya siku maalum shuleni kama Siku ya Kiswahili.,Hatua ya kwanza ya kutunga kazi ya fasihi ni ipi?::Kuchagua dhamira au mada ya kazi.||Kiitikio katika wimbo kina kazi gani?::Hurudiwarudiwa ili kusisitiza ujumbe mkuu wa wimbo.||Utunzi wa maigizo unahitaji nini muhimu?::Kuweka mgogoro wazi na jinsi unavyotatuliwa mwishoni mwa igizo.,
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kubuni kazi za fasihi ya Kiswahili,Kuimba nyimbo na kutamba ngonjera,Kuimba Nyimbo na Kutamba Ngonjera,5,Igizo,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kuimba nyimbo na kutamba ngonjera kwa ufasaha na hisia zinazolingana na maudhui.,Vyombo vya muziki vya jadi|Kadi za ngonjera|Kinasa sauti,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM",Uwasilishaji wa nyimbo na ngonjera hauhitaji tu maandishi mazuri bali pia ustadi wa kuimba na kutamba kwa hisia na mahadhi sahihi.,"Kuimba wimbo kunahitaji kuzingatia mahadhi, sauti na kiimbo kinachoendana na maudhui ya wimbo, iwe ni wimbo wa furaha, huzuni au wa kuadhimisha jambo fulani. Kutamba ngonjera kunahitaji wasilishaji wawili au zaidi kubadilishana zamu kwa kiimbo na hisia zinazoendana na hoja wanazozitoa. Mazoezi ya mara kwa mara huboresha ustadi wa uwasilishaji wa hadhara.","Mfano, katika kutamba ngonjera ya mazungumzo kati ya Mwanafunzi na Mwalimu kuhusu nidhamu, kila mhusika hutamba kwa sauti na hisia zinazoonyesha msimamo wake.",Wanafunzi huimba nyimbo na kutamba ngonjera katika sherehe za shule na maadhimisho ya kitaifa.,"Kuimba wimbo kwa ufanisi kunahitaji kuzingatia nini?::Mahadhi, sauti na kiimbo kinachoendana na maudhui ya wimbo.||Kutamba ngonjera kunahusisha washiriki wangapi kwa kawaida?::Wawili au zaidi wanaobadilishana zamu ya kutamba.||Kwa nini mazoezi ni muhimu kabla ya kuwasilisha ngonjera hadharani?::Huboresha ustadi wa uwasilishaji na kuongeza ujasiri wa mtambaji.",
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kubuni kazi za fasihi ya Kiswahili,Kuigiza maigizo,Kuigiza Maigizo,5,Igizo,Kuwaongoza Wanafunzi,"Mwanafunzi ataweza kuigiza maigizo kwa kuzingatia wahusika, mandhari na ujumbe uliokusudiwa.",Vazi za kuigiza|Jukwaa la darasa|Kadi za majukumu,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Kuigiza ni uwasilishaji wa kazi ya fasihi kwa vitendo na mazungumzo ya moja kwa moja mbele ya hadhira, kwa kuwakilisha wahusika na matukio.","Muigizaji mzuri huzoea maneno ya mhusika wake, huelewa hisia na tabia za mhusika huyo, na hutumia sauti pamoja na miondoko ya mwili kuwasilisha ujumbe kwa uhalisia. Mandhari na vifaa vya kuigiza huimarisha uhalisia wa igizo na kumsaidia mtazamaji kuelewa muktadha wa tukio. Ushirikiano kati ya waigizaji ni muhimu ili igizo liwe na mtiririko mzuri.","Mfano, katika igizo linaloonyesha madhara ya utoro shuleni, wanafunzi huigiza wahusika kama mwanafunzi mtoro, mwalimu na mzazi, kila mmoja akionyesha msimamo wake kupitia mazungumzo na vitendo.",Wanafunzi huigiza matukio ya kijamii kama afya na elimu katika maonesho ya shule kuelimisha wenzao.,Muigizaji mzuri anapaswa kuzingatia nini?::Kuelewa hisia na tabia za mhusika wake na kutumia sauti na miondoko ya mwili ipasavyo.||Mandhari katika igizo yana umuhimu gani?::Huimarisha uhalisia wa igizo na kumsaidia mtazamaji kuelewa muktadha wa tukio.||Kwa nini ushirikiano kati ya waigizaji ni muhimu?::Ili igizo liwe na mtiririko mzuri na ujumbe uwasilishwe kwa ufanisi.,
2023-JSS015-Kidato III,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kufanya tafsiri sahili katika lugha ya Kiswahili,"Kujadili dhana, misingi, kanuni, na hatua za tafsiri","Dhana, Misingi, Kanuni na Hatua za Tafsiri",5,Majadiliano,Kuwaongoza Wanafunzi,"Mwanafunzi ataweza kujadili dhana, misingi, kanuni na hatua za tafsiri.",Chati ya hatua za tafsiri|Matini za lugha mbili|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM",Tafsiri ni mchakato wa kuhamisha ujumbe kutoka lugha chanzi kwenda lugha lengwa huku maana ikibaki ile ile bila kupotoshwa.,"Misingi ya tafsiri hujumuisha uaminifu kwa maana ya asili, ufasaha katika lugha lengwa na uzingatiaji wa muktadha wa kitamaduni. Kanuni za tafsiri ni pamoja na kutotafsiri neno kwa neno bila kuzingatia maana, na kuzingatia hadhira ya lugha lengwa. Hatua za tafsiri huanza na kusoma na kuelewa matini chanzi, kuchambua msamiati mgumu, kutafsiri rasimu ya kwanza, na hatimaye kuhariri tafsiri hiyo.","Mfano, tafsiri ya sentensi It is raining cats and dogs haipaswi kutafsiriwa neno kwa neno bali kwa maana yake sahihi ya Mvua inanyesha kwa nguvu sana.",Wanafunzi hutafsiri matangazo na maelekezo kutoka Kiingereza kwenda Kiswahili au kinyume chake wanapowasaidia wageni.,Tafsiri ni nini?::Ni mchakato wa kuhamisha ujumbe kutoka lugha chanzi kwenda lugha lengwa huku maana ikibaki ile ile.||Taja kanuni moja muhimu ya tafsiri.::Kutotafsiri neno kwa neno bila kuzingatia maana halisi.||Taja hatua moja ya mwanzo katika mchakato wa tafsiri.::Kusoma na kuelewa matini chanzi kabla ya kuanza kutafsiri.,
2023-JSS015-Kidato III,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kufanya tafsiri sahili katika lugha ya Kiswahili,Kutafsiri matini fupi sahili,Kutafsiri Matini Fupi Sahili,5,Kazimradi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kutafsiri matini fupi sahili kutoka lugha moja kwenda nyingine kwa usahihi.,Matini fupi za lugha mbili|Kamusi ya lugha mbili|Karatasi na kalamu,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Kutafsiri matini fupi sahili ni hatua ya awali ya kujifunza ustadi wa tafsiri, ambapo mwanafunzi hufanya mazoezi kwa sentensi na aya fupi zenye msamiati rahisi.","Mwanafunzi anayetafsiri matini fupi hutakiwa kusoma matini chanzi kwa makini, kuelewa maana yake, kisha kuandika tafsiri katika lugha lengwa akizingatia sarufi na muundo sahihi wa lugha hiyo. Ni muhimu kuepuka tafsiri ya moja kwa moja isiyozingatia tofauti za kimuundo baina ya lugha mbili. Baada ya kutafsiri, mwanafunzi anapaswa kusoma tena tafsiri yake kuhakiki kama inaeleweka.","Mfano, sentensi Karibu nyumbani ikitafsiriwa kwa Kiingereza huwa Welcome home, si tafsiri ya neno kwa neno.",Wanafunzi hutafsiri maelekezo rahisi au matangazo mafupi wanapowasiliana na watu wasioelewa Kiswahili au Kiingereza.,Kwa nini ni muhimu kuepuka tafsiri ya neno kwa neno?::Kwa sababu inaweza kupotosha maana halisi ya ujumbe katika lugha lengwa.||Tafsiri sentensi Habari za asubuhi kwa Kiingereza.::Good morning.||Hatua ya mwisho baada ya kutafsiri matini ni ipi?::Kusoma tena tafsiri ili kuhakiki kama inaeleweka na ni sahihi.,
2023-JSS015-Kidato III,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kufanya tafsiri sahili katika lugha ya Kiswahili,Kutatua changamoto zinazojitokeza katika kutafsiri matini,Kutatua Changamoto za Kutafsiri Matini,5,Bunguabongo,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kutatua changamoto zinazojitokeza katika kutafsiri matini.,Matini zenye changamoto za tafsiri|Kamusi|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Tafsiri huweza kukumbwa na changamoto mbalimbali kama vile maneno yasiyo na visawe halisi, misemo ya kitamaduni, na tofauti za kimuundo baina ya lugha.","Baadhi ya changamoto za kawaida ni maneno ya kitamaduni yasiyo na tafsiri sahihi, misemo na nahau ambazo tafsiri yake ya moja kwa moja hupoteza maana, na tofauti za kisarufi kati ya lugha chanzi na lugha lengwa. Mtafsiri stadi hutumia mbinu kama ufafanuzi, ukopaji wa neno, au kutafuta neno linalokaribiana zaidi kimaana ili kutatua changamoto hizo. Uzoefu na maarifa ya tamaduni za lugha zote mbili huimarisha uwezo wa kutatua changamoto hizi.","Mfano, nahau ya Kiswahili kula njama ikitafsiriwa moja kwa moja kwa Kiingereza inapoteza maana; badala yake hutafsiriwa kwa maana yake ya to conspire.",Wanafunzi hukutana na changamoto za tafsiri wanapotafsiri nyimbo au misemo ya kienyeji kwa marafiki wasioelewa lugha hiyo.,Taja changamoto moja ya kawaida katika tafsiri.::Misemo au nahau zisizo na tafsiri sahihi ya moja kwa moja.||Mbinu gani inaweza kutumika kutatua tatizo la neno lisilo na kisawe?::Ufafanuzi wa maana au ukopaji wa neno kutoka lugha chanzi.||Kwa nini maarifa ya tamaduni mbili ni muhimu kwa mtafsiri?::Husaidia kuelewa maana halisi ya misemo na kuepuka upotoshaji wa ujumbe.,
2023-JSS015-Kidato III,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kuhariri matini mbalimbali za Kiswahili,"Kujadili dhana, kanuni na misingi ya uhariri","Dhana, Kanuni na Misingi ya Uhariri",10,Majadiliano,Kuwaongoza Wanafunzi,"Mwanafunzi ataweza kujadili dhana, kanuni na misingi ya uhariri wa matini za Kiswahili.",Matini zenye makosa|Chati ya alama za uhariri|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Uhariri ni mchakato wa kusahihisha na kuboresha matini ili iwe sahihi kisarufi, wazi kimawasiliano na yenye mtiririko mzuri.","Kanuni za uhariri hujumuisha kuangalia usahihi wa tahajia, sarufi, matumizi ya alama za uandishi, na mtiririko wa mawazo katika matini. Mhariri huzingatia pia kama matini inafikisha lengo lililokusudiwa na hadhira inayolengwa. Misingi ya uhariri ni pamoja na uadilifu wa kutobadilisha maana ya asili ya mwandishi na usahihi wa taarifa zinazotolewa.","Mfano, mhariri anayesoma sentensi yenye kosa la tahajia kama shcool badala ya shule huitengeneza upya bila kubadilisha maana ya sentensi nzima.",Wanafunzi husahihisha kazi za wenzao darasani kwa kuzingatia kanuni za uhariri kabla ya kukabidhi kazi za mwisho.,"Uhariri ni nini?::Ni mchakato wa kusahihisha na kuboresha matini ili iwe sahihi kisarufi na yenye mtiririko mzuri.||Taja kipengele kimoja kinachoangaliwa wakati wa uhariri.::Tahajia, sarufi, au matumizi ya alama za uandishi.||Kwa nini mhariri hapaswi kubadilisha maana ya asili ya mwandishi?::Ili kudumisha uadilifu na kuheshimu nia halisi ya mwandishi.",
2023-JSS015-Kidato III,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kuhariri matini mbalimbali za Kiswahili,Kuhariri matini fupi za Kiswahili,Kuhariri Matini Fupi za Kiswahili,10,Kazimradi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kuhariri matini fupi za Kiswahili kwa kusahihisha makosa ya kisarufi na kimtindo.,Matini fupi zenye makosa|Kalamu nyekundu|Karatasi,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM",Kuhariri matini fupi ni zoezi la vitendo linalomwezesha mwanafunzi kutumia kanuni za uhariri alizojifunza kusahihisha kazi halisi.,"Mwanafunzi anayehariri matini fupi husoma matini mara mbili au zaidi, kwanza kubaini makosa ya kisarufi na tahajia, kisha kuangalia mtiririko wa mawazo na matumizi sahihi ya msamiati. Alama maalum za uhariri kama vile mstari chini ya neno au duara hutumika kuonyesha aina ya kosa. Baada ya kuhariri, matini iliyorekebishwa huandikwa upya kwa usafi.","Mfano, sentensi yenye kosa Watoto anacheza uwanjani hurekebishwa kuwa Watoto wanacheza uwanjani baada ya kubaini kosa la upatanisho wa kisarufi.",Wanafunzi huhariri insha na barua zao wenyewe kabla ya kuzikabidhi kwa walimu ili kuboresha ubora wa kazi zao.,Taja hatua ya kwanza katika kuhariri matini fupi.::Kusoma matini kwa makini ili kubaini makosa ya kisarufi na tahajia.||Tambua na sahihisha kosa katika sentensi Mtoto wanakimbia.::Sahihi ni Mtoto anakimbia.||Kwa nini ni muhimu kuandika upya matini baada ya kuhariri?::Ili kupata nakala safi na sahihi isiyo na alama za marekebisho.,
2023-JSS015-Kidato IV,Kuwasiliana katika miktadha mbalimbali,Kuwasiliana kwa ufasaha kwa njia ya mazungumzo,Kuigiza usaili kwa kuzungumza na kuandika,Kuigiza Usaili kwa Kuzungumza na Kuandika,8,Igizo,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kuigiza usaili kwa kuzungumza na kuandika kwa kuzingatia taratibu za usaili.,Kadi za maswali ya usaili|Fomu ya maombi ya kazi|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM",Usaili ni mahojiano rasmi kati ya mwajiri na mwombaji kazi yenye lengo la kutathmini ustahiki wa mwombaji kwa nafasi fulani.,"Katika usaili wa mazungumzo, mwombaji hutakiwa kuvaa vizuri, kujiamini, kutumia lugha rasmi na kujibu maswali kwa ufupi na usahihi. Usaili wa kimaandishi huhusisha kujaza fomu za maombi na kuandika majibu ya maswali kwa lugha fasaha na sahihi ya kisarufi. Maandalizi mazuri kabla ya usaili, kama kujua taarifa za kampuni husika, huongeza nafasi ya mafanikio.","Mfano, katika usaili wa kazi ya ualimu, mhojiwa aweza kuulizwa Kwa nini umependa taaluma ya ualimu? na anatakiwa kujibu kwa ujasiri na sababu za msingi.",Wanafunzi hujizoeza usaili kupitia maigizo darasani ili kujiandaa na fursa za ajira au masomo ya baadaye.,"Usaili ni nini?::Ni mahojiano rasmi kati ya mwajiri na mwombaji kazi kutathmini ustahiki wake.||Taja sifa moja muhimu ya mhojiwa katika usaili wa mazungumzo.::Kujiamini, kuvaa vizuri, au kujibu maswali kwa ufupi na usahihi.||Kwa nini maandalizi kabla ya usaili ni muhimu?::Huongeza nafasi ya mafanikio kwa kumwezesha mhojiwa kujibu maswali kwa ujasiri na maarifa.",
2023-JSS015-Kidato IV,Kuwasiliana katika miktadha mbalimbali,Kuwasiliana kwa njia ya maandishi katika miktadha mbalimbali,Kuandika wasifukazi na tawasifu,Kuandika Wasifukazi na Tawasifu,8,Kazimradi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kuandika wasifukazi na tawasifu kwa muundo sahihi.,Mifano ya wasifukazi|Karatasi na kalamu|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Wasifukazi (curriculum vitae) ni hati inayoonyesha taarifa za kitaaluma na uzoefu wa kazi wa mtu, wakati tawasifu ni maelezo ya maisha ya mtu yaliyoandikwa na yeye mwenyewe.","Wasifukazi huwa na sehemu kama taarifa binafsi, elimu, uzoefu wa kazi, ujuzi na wadhamini, zote zikiandikwa kwa mpangilio na ufupi. Tawasifu huelezea maisha ya mwandishi kwa mtazamo wa nafsi ya kwanza, ikijumuisha matukio muhimu, changamoto na mafanikio yaliyompitia. Nyaraka zote mbili huhitaji lugha fasaha, uadilifu wa taarifa na mpangilio mzuri wa kimuundo.","Mfano, katika wasifukazi, sehemu ya elimu yaweza kuandikwa: 2020-2023: Shule ya Sekondari ya Kibaha, Kidato cha Nne.",Wanafunzi huandaa wasifukazi zao wanapoomba nafasi za mafunzo kazini au ufadhili wa masomo.,Wasifukazi ni nini?::Ni hati inayoonyesha taarifa za kitaaluma na uzoefu wa kazi wa mtu.||Tawasifu ni nini?::Ni maelezo ya maisha ya mtu yaliyoandikwa na yeye mwenyewe kwa mtazamo wa nafsi ya kwanza.||Taja sehemu mbili zinazopaswa kuwepo katika wasifukazi.::Taarifa binafsi na elimu (au uzoefu wa kazi na ujuzi).,
